,date,US Population,US Deaths,US DeathIncrease,US inICUCumulative,US inICUCurrently,US HospitalizedIncrease,US HospitalizedCurrently,US HospitalizedCumulative,US Negative,US NegativeIncrease,US OnVentilatorCumulative,US OnVentilatorCurrently,US Positive,US PositiveIncrease,US TotalTestResults,US TotalTestResultsIncrease,NC Population,NC death,NC DeathIncrease,NC HospitalizedCumulative,NC HospitalizedCurrently,NC HospitalizedIncrease,NC InIcuCumulative,NC InIcuCurrently,NC Negative,NC NegativeIncrease,NC OnVentilatorCumulative,NC OnVentilatorCurrently,NC Positive,NC PositiveIncrease,NC TotalTestResults,NC TotalTestResultsIncrease
189,2020-08-30,331511512,175371.0,477,17439.0,7268.0,662,35770.0,273303.0,26887884.0,220804,1870.0,2057.0,5948719.0,38766,85568283,823352,10449445.0,2692.0,9.0,0.0,917.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,166127.0,1051.0,2243749.0,30979.0
190,2020-08-29,331511512,174894.0,1017,17401.0,7413.0,1299,36516.0,272641.0,26667080.0,257166,1864.0,2062.0,5909953.0,43995,84744931,947087,10449445.0,2683.0,31.0,0.0,965.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,165076.0,2585.0,2212770.0,34871.0
191,2020-08-28,331511512,173877.0,1020,17304.0,7591.0,1642,37356.0,271342.0,26409914.0,224635,1856.0,2087.0,5865958.0,46115,83797844,938465,10449445.0,2652.0,22.0,0.0,970.0,0.0,0.0,278.0,0.0,0.0,0.0,0.0,162491.0,1415.0,2177899.0,35721.0
192,2020-08-27,331511512,172857.0,1128,17181.0,7712.0,1654,37498.0,269700.0,26185279.0,243599,1831.0,2128.0,5819843.0,44111,82859379,857577,10449445.0,2630.0,24.0,0.0,958.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,161076.0,2091.0,2142178.0,31132.0
193,2020-08-26,331511512,171729.0,1300,17046.0,7742.0,1804,38515.0,268046.0,25941680.0,216584,1809.0,2143.0,5775732.0,44331,82001802,772668,10449445.0,2606.0,36.0,0.0,1004.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,158985.0,1244.0,2111046.0,14920.0
194,2020-08-25,331511512,170429.0,1140,16920.0,7854.0,1988,38831.0,266242.0,25725096.0,224504,1789.0,2161.0,5731401.0,36839,81229134,743872,10449445.0,2570.0,35.0,0.0,1000.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,157741.0,1345.0,2096126.0,13120.0
195,2020-08-24,331511512,169289.0,341,16787.0,7854.0,1031,38806.0,264254.0,25500592.0,219639,1764.0,2112.0,5694562.0,34543,80485262,714951,10449445.0,2535.0,4.0,0.0,948.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,156396.0,1283.0,2083006.0,24169.0
196,2020-08-23,331511512,168948.0,577,16697.0,7949.0,698,39064.0,263223.0,25280953.0,128482,1737.0,2131.0,5660019.0,37900,79770311,725718,10449445.0,2531.0,10.0,0.0,898.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,155113.0,1472.0,2058837.0,24904.0
197,2020-08-22,331511512,168371.0,1035,16657.0,8207.0,1604,40017.0,262525.0,25152471.0,226652,1736.0,2204.0,5622119.0,46033,79044593,908182,10449445.0,2521.0,27.0,0.0,996.0,0.0,0.0,279.0,0.0,0.0,0.0,0.0,153641.0,1729.0,2033933.0,25761.0
198,2020-08-21,331511512,167336.0,1119,16563.0,8358.0,1782,41052.0,260921.0,24925819.0,254673,1730.0,2288.0,5576086.0,46477,78136411,915434,10449445.0,2494.0,29.0,0.0,1015.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,151912.0,2008.0,2008172.0,26022.0
199,2020-08-20,331511512,166217.0,1129,16487.0,8486.0,1983,42109.0,259139.0,24671146.0,208472,1716.0,2330.0,5529609.0,43844,77220977,864210,10449445.0,2465.0,34.0,0.0,1023.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,149904.0,1972.0,1982150.0,25739.0
200,2020-08-19,331511512,165088.0,1411,16377.0,8747.0,1983,43406.0,257156.0,24462674.0,243232,1705.0,2375.0,5485765.0,45073,76356767,832115,10449445.0,2431.0,35.0,0.0,1001.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,147932.0,1153.0,1956411.0,10893.0
201,2020-08-18,331511512,163677.0,1179,16123.0,8859.0,2261,43840.0,255173.0,24219442.0,205817,1695.0,2467.0,5440692.0,40070,75524652,771994,10449445.0,2396.0,48.0,0.0,1026.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0,146779.0,1263.0,1945518.0,13862.0
202,2020-08-17,331511512,162498.0,411,15985.0,8881.0,1224,43614.0,252912.0,24013625.0,186974,1678.0,2444.0,5400622.0,37751,74752658,702582,10449445.0,2348.0,1.0,0.0,980.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,145516.0,564.0,1931656.0,23021.0
203,2020-08-16,331511512,162087.0,617,15924.0,8958.0,685,44155.0,251688.0,23826651.0,258191,1665.0,2481.0,5362871.0,42503,74050076,785200,10449445.0,2347.0,4.0,0.0,934.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0,144952.0,1246.0,1908635.0,25652.0
204,2020-08-15,331511512,161470.0,1227,15891.0,9087.0,1891,44922.0,251003.0,23568460.0,249608,1663.0,2526.0,5320368.0,56003,73264876,893080,10449445.0,2343.0,30.0,0.0,1032.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,143706.0,1536.0,1882983.0,22856.0
205,2020-08-14,331511512,160243.0,1226,15768.0,9277.0,2141,45868.0,249112.0,23318852.0,308763,1665.0,2555.0,5264365.0,57144,72371796,990725,10449445.0,2313.0,26.0,0.0,1049.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,142170.0,1346.0,1860127.0,30068.0
206,2020-08-13,331511512,159017.0,1163,15629.0,9480.0,2675,47303.0,246971.0,23010089.0,256634,1649.0,2574.0,5207221.0,51763,71381071,954412,10449445.0,2287.0,38.0,0.0,1070.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0,140824.0,1763.0,1830059.0,26715.0
207,2020-08-12,331511512,157854.0,1517,15524.0,9564.0,2971,48067.0,244296.0,22753455.0,235552,1629.0,2602.0,5155458.0,56186,70426659,813796,10449445.0,2249.0,45.0,0.0,1062.0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,139061.0,1166.0,1803344.0,15704.0
208,2020-08-11,331511512,156337.0,1320,15331.0,9135.0,2624,48600.0,241325.0,22517903.0,230600,1612.0,2422.0,5099272.0,54935,69612863,845183,10449445.0,2204.0,32.0,0.0,1122.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,137895.0,1051.0,1787640.0,17137.0
209,2020-08-10,331511512,155017.0,430,15158.0,9209.0,1554,48751.0,238701.0,22287303.0,210324,1592.0,2529.0,5044337.0,41370,68767680,741379,10449445.0,2172.0,4.0,0.0,1111.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,136844.0,626.0,1770503.0,19182.0
210,2020-08-09,331511512,154587.0,621,15081.0,9307.0,862,48997.0,237147.0,22076979.0,260584,1578.0,2507.0,5002967.0,50766,68026301,803537,10449445.0,2168.0,8.0,0.0,1109.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,136218.0,1452.0,1751321.0,21031.0
211,2020-08-08,331511512,153966.0,1086,15024.0,9662.0,1493,50071.0,236285.0,21816395.0,191879,1561.0,2566.0,4952201.0,53492,67222764,789814,10449445.0,2160.0,26.0,0.0,1129.0,0.0,0.0,335.0,0.0,0.0,0.0,0.0,134766.0,1954.0,1730290.0,21840.0
212,2020-08-07,331511512,152880.0,1322,14925.0,9698.0,7994,51329.0,234792.0,21624516.0,263973,1549.0,2628.0,4898709.0,60837,66432950,890426,10449445.0,2134.0,42.0,0.0,1123.0,0.0,0.0,339.0,0.0,0.0,0.0,0.0,132812.0,1545.0,1708450.0,23469.0
213,2020-08-06,331511512,151558.0,1242,14810.0,9996.0,2616,53220.0,226798.0,21360543.0,266841,1534.0,2714.0,4837872.0,54045,65542524,848687,10449445.0,2092.0,42.0,0.0,1147.0,0.0,0.0,333.0,0.0,0.0,0.0,0.0,131267.0,1979.0,1684981.0,19558.0
214,2020-08-05,331511512,150316.0,1354,14687.0,9988.0,2117,53432.0,224182.0,21093702.0,232010,1524.0,2721.0,4783827.0,52691,64693837,816864,10449445.0,2050.0,40.0,0.0,1167.0,0.0,0.0,346.0,0.0,0.0,0.0,0.0,129288.0,1127.0,1665423.0,11613.0
215,2020-08-04,331511512,148962.0,1242,14537.0,10207.0,4423,53436.0,222065.0,20861692.0,236338,1493.0,2701.0,4731136.0,51205,63876973,806693,10449445.0,2010.0,28.0,0.0,1166.0,0.0,0.0,339.0,0.0,0.0,0.0,0.0,128161.0,1629.0,1653810.0,19740.0
216,2020-08-03,331511512,147720.0,516,14370.0,10233.0,1558,53516.0,217642.0,20625354.0,208982,1463.0,2664.0,4679931.0,42743,63070280,712084,10449445.0,1982.0,13.0,0.0,1057.0,0.0,0.0,318.0,0.0,0.0,0.0,0.0,126532.0,1313.0,1634070.0,23480.0
217,2020-08-02,331511512,147204.0,496,14289.0,10343.0,832,54108.0,216084.0,20416372.0,252325,1448.0,2645.0,4637188.0,53322,62358196,790665,10449445.0,1969.0,5.0,0.0,1142.0,0.0,0.0,341.0,0.0,0.0,0.0,0.0,125219.0,1341.0,1610590.0,23091.0
218,2020-08-01,331511512,146708.0,1201,14227.0,10347.0,2385,54554.0,215252.0,20164047.0,231941,1445.0,2698.0,4583866.0,60640,61567531,817592,10449445.0,1964.0,40.0,0.0,1151.0,0.0,0.0,349.0,0.0,0.0,0.0,0.0,123878.0,1730.0,1587499.0,23947.0
219,2020-07-31,331511512,145507.0,1324,14044.0,10471.0,2531,55718.0,212867.0,19932106.0,98958,1437.0,2701.0,4523226.0,67835,60749939,988464,10449445.0,1924.0,21.0,0.0,1229.0,0.0,0.0,363.0,0.0,0.0,0.0,0.0,122148.0,1954.0,1563552.0,25438.0
220,2020-07-30,331511512,144183.0,1250,13877.0,10549.0,3293,56570.0,210336.0,19833148.0,261399,1415.0,2762.0,4455391.0,68979,59761475,887682,10449445.0,1903.0,38.0,0.0,1239.0,0.0,0.0,358.0,0.0,0.0,0.0,0.0,120194.0,2344.0,1538114.0,25175.0
221,2020-07-29,331511512,142933.0,1505,13747.0,10435.0,2860,57423.0,207043.0,19571749.0,287378,1400.0,2771.0,4386412.0,64156,58873793,908697,10449445.0,1865.0,45.0,0.0,1291.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,117850.0,1763.0,1512939.0,20426.0
222,2020-07-28,331511512,141428.0,1111,13559.0,10414.0,4067,57185.0,204183.0,19284371.0,234128,1372.0,2748.0,4322256.0,58452,57965096,842394,10449445.0,1820.0,30.0,0.0,1244.0,0.0,0.0,364.0,0.0,0.0,0.0,0.0,116087.0,1749.0,1492513.0,18738.0
223,2020-07-27,331511512,140317.0,1066,13413.0,10183.0,1632,58987.0,200116.0,19050243.0,243001,1356.0,2723.0,4263804.0,54484,57122702,768987,10449445.0,1790.0,5.0,0.0,1169.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,114338.0,1625.0,1473775.0,25642.0
224,2020-07-26,331511512,139251.0,561,13343.0,10424.0,1380,58731.0,198484.0,18807242.0,290147,1336.0,2723.0,4209320.0,60768,56353715,859179,10449445.0,1785.0,7.0,0.0,1170.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,112713.0,1621.0,1448133.0,23879.0
225,2020-07-25,331511512,138690.0,1012,13279.0,10308.0,1816,59382.0,197104.0,18517095.0,280225,1300.0,2729.0,4148552.0,64788,55494536,882389,10449445.0,1778.0,32.0,0.0,1168.0,0.0,0.0,362.0,0.0,0.0,0.0,0.0,111092.0,2097.0,1424254.0,22113.0
226,2020-07-24,331511512,137678.0,1174,13184.0,10288.0,3066,59801.0,195288.0,18236870.0,311767,1297.0,2709.0,4083764.0,75095,54612147,1007671,10449445.0,1746.0,20.0,0.0,1182.0,0.0,0.0,363.0,0.0,0.0,0.0,0.0,108995.0,2102.0,1402141.0,26648.0
227,2020-07-23,331511512,136504.0,1071,12933.0,10370.0,2371,59862.0,192222.0,17925103.0,313497,1280.0,2467.0,4008669.0,71426,53604476,930658,10449445.0,1726.0,28.0,0.0,1188.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,106893.0,1892.0,1375493.0,25652.0
228,2020-07-22,331511512,135433.0,1149,12792.0,10339.0,2237,59759.0,189851.0,17611606.0,262481,1258.0,2444.0,3937243.0,69442,52673818,900463,10449445.0,1698.0,30.0,0.0,1137.0,0.0,0.0,338.0,0.0,0.0,0.0,0.0,105001.0,2140.0,1349841.0,19982.0
229,2020-07-21,331511512,134284.0,1043,12632.0,10046.0,2555,59479.0,187614.0,17349125.0,240265,1242.0,2414.0,3867801.0,62887,51773355,833566,10449445.0,1668.0,26.0,0.0,1179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102861.0,1815.0,1329859.0,21111.0
230,2020-07-20,331511512,133241.0,376,12475.0,9832.0,1563,58521.0,185059.0,17108860.0,247893,1223.0,2403.0,3804914.0,56709,50939789,737207,10449445.0,1642.0,8.0,0.0,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101046.0,1268.0,1308748.0,24440.0
231,2020-07-19,331511512,132865.0,526,12393.0,9581.0,886,58052.0,183496.0,16860967.0,265500,1216.0,2362.0,3748205.0,64207,50202582,789513,10449445.0,1634.0,5.0,0.0,1115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99778.0,1820.0,1284308.0,25799.0
232,2020-07-18,331511512,132339.0,877,12343.0,9809.0,1994,57818.0,182610.0,16595467.0,215087,1211.0,2343.0,3683998.0,64773,49413069,869668,10449445.0,1629.0,23.0,0.0,1154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97958.0,2481.0,1258509.0,28220.0
233,2020-07-17,331511512,131462.0,938,12243.0,9714.0,2485,57871.0,180616.0,16380380.0,276023,1200.0,2352.0,3619225.0,76498,48543401,943532,10449445.0,1606.0,18.0,0.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95477.0,2051.0,1230289.0,22271.0
234,2020-07-16,331511512,130524.0,940,12091.0,9565.0,2207,57600.0,178131.0,16104357.0,287728,1175.0,2314.0,3542727.0,70493,47599869,948000,10449445.0,1588.0,20.0,0.0,1134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93426.0,2160.0,1208018.0,23132.0
235,2020-07-15,331511512,129584.0,864,12003.0,9497.0,2315,56341.0,175924.0,15816629.0,268285,1166.0,2322.0,3472234.0,69372,46651869,913964,10449445.0,1568.0,16.0,0.0,1142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91266.0,1782.0,1184886.0,23193.0
236,2020-07-14,331511512,128720.0,742,11857.0,9342.0,2322,55677.0,173609.0,15548344.0,259522,1154.0,2263.0,3402862.0,58618,45737905,835275,10449445.0,1552.0,42.0,0.0,1109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89484.0,1956.0,1161693.0,18874.0
237,2020-07-13,331511512,127978.0,329,11749.0,9207.0,1120,54120.0,171287.0,15288822.0,224951,1142.0,2254.0,3344244.0,57144,44902630,764696,10449445.0,1510.0,7.0,0.0,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87528.0,1827.0,1142819.0,27022.0
238,2020-07-12,331511512,127649.0,471,11679.0,8983.0,890,52860.0,170167.0,15063871.0,264002,1136.0,2182.0,3287100.0,61602,44137934,796940,10449445.0,1503.0,4.0,0.0,1070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85701.0,1908.0,1115797.0,24483.0
239,2020-07-11,331511512,127178.0,753,11613.0,8934.0,5088,51984.0,169277.0,14799869.0,264730,1128.0,2169.0,3225498.0,62584,43340994,836027,10449445.0,1499.0,20.0,0.0,1093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83793.0,2462.0,1091314.0,22280.0
240,2020-07-10,331511512,126425.0,841,11524.0,8812.0,2197,51720.0,164189.0,14535139.0,288473,1118.0,2192.0,3162914.0,67108,42504967,912598,10449445.0,1479.0,18.0,0.0,1046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81331.0,1982.0,1069034.0,23660.0
241,2020-07-09,331511512,125584.0,862,11395.0,8766.0,1663,44053.0,161992.0,14246666.0,284206,1138.0,2129.0,3095806.0,59063,41592369,846548,10449445.0,1461.0,20.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79349.0,2039.0,1045374.0,18338.0
242,2020-07-08,331511512,124722.0,819,11303.0,8750.0,1888,43205.0,160329.0,13962460.0,211657,1103.0,2167.0,3036743.0,62815,40745821,780578,10449445.0,1441.0,21.0,0.0,994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77310.0,1435.0,1027036.0,14821.0
243,2020-07-07,331511512,123903.0,906,11178.0,8568.0,1975,41948.0,158441.0,13750803.0,206545,1084.0,2102.0,2973928.0,50991,39965243,742033,10449445.0,1420.0,22.0,0.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75875.0,1346.0,1012215.0,17129.0
244,2020-07-06,331511512,122997.0,233,11058.0,8336.0,765,39960.0,156466.0,13544258.0,172741,1070.0,2104.0,2922937.0,40902,39223210,650829,10449445.0,1398.0,2.0,0.0,982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74529.0,1546.0,995086.0,18885.0
245,2020-07-05,331511512,122764.0,214,11010.0,8170.0,583,38872.0,155701.0,13371517.0,212886,1064.0,2080.0,2882035.0,45374,38572381,620599,10449445.0,1396.0,1.0,0.0,949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72983.0,1329.0,976201.0,16908.0
246,2020-07-04,331511512,122550.0,295,10977.0,8082.0,870,38281.0,155118.0,13158631.0,209668,1063.0,1982.0,2836661.0,54846,37951782,688460,10449445.0,1395.0,3.0,0.0,945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71654.0,1413.0,959293.0,20409.0
247,2020-07-03,331511512,122255.0,602,10937.0,7935.0,1358,37921.0,154248.0,12948963.0,247201,1059.0,2049.0,2781815.0,54214,37263322,796290,10449445.0,1392.0,1.0,0.0,951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70241.0,2099.0,938884.0,21474.0
248,2020-07-02,331511512,121653.0,699,10843.0,7867.0,1699,37645.0,152890.0,12701762.0,229405,1041.0,2104.0,2727601.0,53511,36467032,772899,10449445.0,1391.0,18.0,0.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68142.0,1629.0,917410.0,21911.0
249,2020-07-01,331511512,120954.0,696,10752.0,7647.0,1429,36521.0,151191.0,12472357.0,224475,1027.0,2099.0,2674090.0,51044,35694133,731673,10449445.0,1373.0,30.0,0.0,901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66513.0,1843.0,895499.0,18461.0
250,2020-06-30,331511512,120258.0,583,10669.0,7419.0,1473,35340.0,149762.0,12247882.0,226105,1008.0,2044.0,2623046.0,47032,34962460,712260,10449445.0,1343.0,18.0,0.0,908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64670.0,1186.0,877038.0,16374.0
251,2020-06-29,331511512,119675.0,336,10542.0,7283.0,728,33742.0,148289.0,12021777.0,245719,990.0,2021.0,2576014.0,39368,34250200,661374,10449445.0,1325.0,3.0,0.0,843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63484.0,1342.0,860664.0,17548.0
252,2020-06-28,331511512,119339.0,271,10473.0,7080.0,549,32577.0,147561.0,11776058.0,227853,983.0,2077.0,2536646.0,41729,33588826,611620,10449445.0,1322.0,10.0,0.0,890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62142.0,1605.0,843116.0,20411.0
253,2020-06-27,331511512,119068.0,510,10416.0,6998.0,1059,32569.0,147012.0,11548205.0,217216,977.0,2159.0,2494917.0,43104,32977206,723493,10449445.0,1312.0,9.0,0.0,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60537.0,1719.0,822705.0,19149.0
254,2020-06-26,331511512,118558.0,608,10334.0,7017.0,1540,31850.0,145953.0,11330989.0,218689,966.0,2069.0,2451813.0,44300,32253713,737868,10449445.0,1303.0,19.0,0.0,892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58818.0,1635.0,803556.0,21238.0
255,2020-06-25,331511512,117950.0,654,10258.0,6905.0,1298,31920.0,144413.0,11112300.0,248068,951.0,2214.0,2407513.0,39720,31515845,712795,10449445.0,1284.0,18.0,0.0,891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57183.0,1009.0,782318.0,18527.0
256,2020-06-24,331511512,117296.0,704,10173.0,6752.0,1246,31268.0,143115.0,10864232.0,184959,934.0,2247.0,2367793.0,39131,30803050,618161,10449445.0,1266.0,15.0,0.0,906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56174.0,1721.0,763791.0,15713.0
257,2020-06-23,331511512,116592.0,728,10077.0,6791.0,1266,30352.0,141869.0,10679273.0,172591,918.0,2292.0,2328662.0,33446,30184889,671798,10449445.0,1251.0,28.0,0.0,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54453.0,848.0,748078.0,11253.0
258,2020-06-22,331511512,115864.0,288,10003.0,6650.0,827,28962.0,140603.0,10506682.0,163644,909.0,2301.0,2295216.0,26817,29513091,499255,10449445.0,1223.0,3.0,0.0,870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53605.0,804.0,736825.0,18129.0
259,2020-06-21,331511512,115576.0,291,9944.0,6415.0,519,28325.0,139776.0,10343038.0,175530,904.0,2321.0,2268399.0,29182,29013836,504684,10449445.0,1220.0,8.0,0.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52801.0,1412.0,718696.0,15400.0
260,2020-06-20,331511512,115285.0,611,9908.0,6372.0,685,28078.0,139257.0,10167508.0,197225,888.0,2380.0,2239217.0,32232,28509152,610669,10449445.0,1212.0,15.0,0.0,883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51389.0,1549.0,703296.0,24377.0
261,2020-06-19,331511512,114674.0,657,9877.0,6450.0,1592,28698.0,138572.0,9970283.0,234816,884.0,2433.0,2206985.0,30887,27898483,664037,10449445.0,1197.0,22.0,0.0,871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49840.0,1652.0,678919.0,21412.0
262,2020-06-18,331511512,114017.0,679,9738.0,6560.0,1100,28538.0,136980.0,9735467.0,191568,869.0,2518.0,2176098.0,26984,27234446,562275,10449445.0,1175.0,7.0,0.0,857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48188.0,1333.0,657507.0,17071.0
263,2020-06-17,331511512,113338.0,778,9666.0,6618.0,1085,28641.0,135880.0,9543899.0,195262,857.0,2584.0,2149114.0,24206,26672171,563106,10449445.0,1168.0,14.0,0.0,846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46855.0,1002.0,640436.0,13726.0
264,2020-06-16,331511512,112560.0,726,9591.0,6534.0,1186,28363.0,134795.0,9348637.0,175084,845.0,2591.0,2124908.0,22857,26109065,500028,10449445.0,1154.0,36.0,0.0,829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45853.0,751.0,626710.0,12694.0
265,2020-06-15,331511512,111834.0,383,9516.0,6595.0,664,28034.0,133609.0,9173553.0,165511,835.0,2636.0,2102051.0,18236,25609037,447146,10449445.0,1118.0,9.0,0.0,797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45102.0,983.0,614016.0,13541.0
266,2020-06-14,331511512,111451.0,354,9466.0,6610.0,600,28012.0,132945.0,9008042.0,167764,834.0,2716.0,2083815.0,21629,25161891,474952,10449445.0,1109.0,5.0,0.0,798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44119.0,1443.0,600475.0,16049.0
267,2020-06-13,331511512,111097.0,690,9433.0,6700.0,965,28572.0,132345.0,8840278.0,198815,830.0,2726.0,2062186.0,25459,24686939,545415,10449445.0,1104.0,12.0,0.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42676.0,1427.0,584426.0,22126.0
268,2020-06-12,331511512,110407.0,766,9373.0,6837.0,1371,29309.0,131380.0,8641463.0,228322,814.0,2738.0,2036727.0,23152,24141524,622991,10449445.0,1092.0,28.0,0.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41249.0,1768.0,562300.0,19471.0
269,2020-06-11,331511512,109641.0,896,9297.0,6885.0,1526,29842.0,130009.0,8413141.0,150394,792.0,2885.0,2013575.0,21976,23518533,484776,10449445.0,1064.0,11.0,0.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39481.0,1310.0,542829.0,15356.0
270,2020-06-10,331511512,108745.0,892,9226.0,7065.0,1239,30962.0,128483.0,8262747.0,168579,780.0,3022.0,1991599.0,20873,23033757,484086,10449445.0,1053.0,24.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38171.0,1011.0,527473.0,15719.0
271,2020-06-09,331511512,107853.0,894,9142.0,7310.0,1280,31181.0,127244.0,8094168.0,155286,771.0,3088.0,1970726.0,16933,22549671,454671,10449445.0,1029.0,23.0,0.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37160.0,676.0,511754.0,9326.0
272,2020-06-08,331511512,106959.0,672,9013.0,7182.0,1072,31097.0,125964.0,7938882.0,132314,762.0,3238.0,1953793.0,16935,22095000,405398,10449445.0,1006.0,10.0,0.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36484.0,938.0,502428.0,12929.0
273,2020-06-07,331511512,106287.0,450,8957.0,7244.0,657,31492.0,124892.0,7806568.0,189867,753.0,3298.0,1936858.0,19080,21689602,437205,10449445.0,996.0,4.0,0.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35546.0,921.0,489499.0,15790.0
274,2020-06-06,331511512,105837.0,709,8920.0,7525.0,985,31994.0,124235.0,7616701.0,221863,750.0,3476.0,1917778.0,22669,21252397,557957,10449445.0,992.0,26.0,0.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34625.0,1370.0,473709.0,12921.0
275,2020-06-05,331511512,105128.0,832,8863.0,7658.0,1518,32505.0,123250.0,7394838.0,232202,740.0,3520.0,1895109.0,23046,20694440,621384,10449445.0,966.0,6.0,0.0,717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33255.0,1289.0,460788.0,18746.0
276,2020-06-04,331511512,104296.0,882,8788.0,7786.0,-2858,32800.0,121732.0,7162636.0,183969,723.0,3662.0,1872063.0,20512,20073056,497795,10449445.0,960.0,21.0,0.0,659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31966.0,1189.0,442042.0,12966.0
277,2020-06-03,331511512,103414.0,973,8690.0,7959.0,2011,33218.0,124590.0,6978667.0,184622,717.0,3754.0,1851551.0,20164,19575261,505613,10449445.0,939.0,18.0,0.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30777.0,888.0,429076.0,12313.0
278,2020-06-02,331511512,102441.0,982,8566.0,8158.0,1578,33955.0,122579.0,6794045.0,161067,710.0,3854.0,1831387.0,19909,19069648,450312,10449445.0,921.0,23.0,0.0,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29889.0,626.0,416763.0,4552.0
279,2020-06-01,331511512,101459.0,676,8486.0,8354.0,2752,34327.0,121001.0,6632978.0,157898,704.0,3950.0,1811478.0,20029,18619336,419554,10449445.0,898.0,12.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29263.0,674.0,412211.0,13931.0
